Entretien,Thème,Code,Verbatim,Fichier
D2SN4,Contexte de l'entretien,1: Introduction de l'entretien,"Ca enregistre c’est bon… avant de commencer, je vais t'expliquer rapidement de quoi il s'agit.",D2SN4_segment_1.txt
D2SN4,Contexte de l'entretien,2: Consentement du répondant,"Oui, tu m’en avais parlé, aucun souci !",D2SN4_segment_1.txt
D2SN4,Contexte de l'entretien,3: Présentation du parcours scolaire,je m'appelle Romain j'ai fait une classe préparatoire grandes écoles au lycée Louis Legrand,D2SN4_segment_1.txt
D2SN4,Contexte de l'entretien,4: Niveau d'étude,je suis en Master 1,D2SN4_segment_1.txt
D2SN4,Contexte de l'entretien,5: Spécialité,"je suis un cursus de physique, donc c'est de la physique théorique assez générale",D2SN4_segment_1.txt
D2SN4,Contexte de l'entretien,6: Intérêts spécifiques,Moi je suis plutôt intéressé par la physique des particules et la mécanique quantique,D2SN4_segment_1.txt
D2SN4,Perception de ChatGPT et de l'IA,1: Définition de ChatGPT,"c'est un outil qui permet de communiquer avec Internet avant 2021, c'est d’une certaine manière Google mais de façon beaucoup plus proche de l'humain",D2SN4_segment_1.txt
D2SN4,Perception de ChatGPT et de l'IA,2: Rôle de l'IA,c'est un formidable outil et ça va probablement être une énorme révolution dans les années à venir,D2SN4_segment_1.txt
D2SN4,Perception de ChatGPT et de l'IA,3: Capacité d'apprentissage des machines,"on peut apprendre aux machines à faire des choses, c'est-à-dire qu'on a plus besoin de leur dire exactement tout ce qu'elles doivent faire",D2SN4_segment_1.txt
D2SN4,Représentation de ChatGPT,1: Comparaison avec Google,c'est d’une certaine manière Google mais de façon beaucoup plus proche de l'humain,D2SN4_segment_1.txt
D2SN4,Représentation de ChatGPT,2: Capacité à accéder à l'information,c'est quelque chose qui permet d'accéder à des données à des informations de manière à ce que la machine comprenne vraiment ce qu'on a envie de faire…,D2SN4_segment_1.txt
D2SN4,Représentation de ChatGPT,3: Perception de l'IA,l'intelligence artificielle en général je dirais que c'est un formidable outil,D2SN4_segment_1.txt
