Entretien,Thème,Code,Verbatim,Fichier
D2SN6,1: Perception et utilisation de ChatGPT,1: Définition de ChatGPT,"Pour moi, l'intelligence artificielle, c'est un ordinateur qui a de grandes ressources et de grandes connaissances sur beaucoup de sujets et à qui on peut demander plein de choses et toujours avoir une réponse.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,2: Découverte de ChatGPT,"Je l'ai découvert par quelqu'un qui m'en avait parlé... Ça doit faire trois ans, peut-être, ouais, trois, quatre ans.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,3: Fréquence d'utilisation,Je n'utilise pas tous les jours mais je pense que j'utilise au moins toutes les semaines pour plein de choses.,D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,4: Utilisation dans les études,"Ça me sert à avoir des informations rapidement... Par exemple, sur une simple question, du genre, qui est cet auteur sociologique, histoire d'avoir une petite biographie rapide.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,5: Utilisation pour l'organisation,Je m'en sers aussi des fois pour faire des plans. Ça m'aide un peu à organiser des idées.,D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,6: Limitations de la version gratuite,"Il y a une limite de documents qu'on peut envoyer à ChatGPT, une limite de messages.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,7: Perception de l'aide,"C'est un peu comme un petit assistant, donc c'est vrai que je passe moins de temps à travailler.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,8: Impact sur le stress,"Ça m'aide beaucoup, franchement ouais, ça m'aide beaucoup. C'est vrai que comme il retient en plus tout ce que tu lui dis, tu perds quand même vraiment beaucoup moins de temps.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,9: Évaluation des réponses,"Je fais toujours un peu attention. Surtout, comme maintenant, je sais que les citations sont bidons.",D2SN6_segment_2.txt
D2SN6,1: Perception et utilisation de ChatGPT,10: Interaction avec ChatGPT,"Moi, j'avoue que je ne fais pas trop d'efforts. Je lui demande vraiment comme je l'entends.",D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,1: Gain de temps,"Ça m'aide vraiment à gagner du temps, surtout quand on a beaucoup de travail.",D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,2: Amélioration de la qualité du travail,Ça n'améliore pas forcément la qualité de mon travail.,D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,3: Utilisation pour les projets,Je lui demande de m'organiser des plannings et de m'organiser un peu mes journées ou mes semaines de travail.,D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,4: Aide à la compréhension,"Ça m'aide parce que c'est vrai que des fois, je lui demande de m'expliquer vraiment totalement d'une autre façon que le prof aurait pu le faire en CM.",D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,5: Impact sur le stress lié aux échéances,Ça m'aide parce que ça mâche un peu le travail. Ça aide à aller plus vite.,D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,6: Utilisation complémentaire à Internet,"Maintenant, au lieu d'utiliser directement Google, j'utilise peut-être plus ChatGPT.",D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,7: Perception de l'accessibilité,C'est comme avoir un petit prof avec nous et qui nous aide vraiment.,D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,8: Comparaison avec les autres étudiants,"Je pense que normalement, tout le monde l'utilise. Donc je me dis que si les gens budarizes pas  if they can't, si they n'ont pas besoin et qu'ils dévouent bien sans.",D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,9: Tensions entre le gain de temps et l'apprentissage,"Ben non, au contraire, parce que du coup, je peux me concentrer sur d'autres choses qui sont aussi importantes.",D2SN6_segment_2.txt
D2SN6,2: Impact de ChatGPT sur les études et le travail académique,10: Utilisation légitime,"Pour moi, elle est légitime puisque si on l'a à notre portée, on peut l'utiliser, c'est comme internet, donc je pense que oui.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,1: Préoccupations concernant la RGPD,"Je sais que ça pollue pas mal et surtout au niveau RGPD, je sais que c'est pas... en général, j'essaye de pas mettre évidemment de données trop sensibles.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,2: Dilemme moral,"Au début, peut-être un peu. En fait, ça va dépendre à quel point mon travail a été influencé par le ChatGPT ou non.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,3: Utilisation acceptable ou non,"Pas dans le cadre professionnel. Je dirais plutôt dans le cadre personnel, ça peut être non acceptable.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,4: Perception de la dépendance,"Oui, je pense que maintenant, ce serait compliqué de revenir travailler comme avant.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,5: Besoin d'éducation sur l'utilisation de ChatGPT,"Moi, je pense qu'on devrait nous apprendre à l'utiliser mieux pour éviter les gens qui font vraiment trop de copier-coller.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,6: Utilisation responsable,Je pense qu'il faut faire attention.,D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,7: Impact sur l'interaction humaine,Peut-être que ça dépourvoit trop les interactions et les échanges entre êtres humains.,D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,8: Règles d'utilisation dans le cadre académique,"À moins que ce soit à l'encontre des règles d'un examen ou d'un DST, non, je ne trouverais pas.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,9: Équilibre entre utilisation et autonomie,"Je ne vais pas non plus, entre guillemets, parce qu'il m'a dit de faire ce plan, faire exactement ce plan, je vais vraiment faire un mix de ce que moi, j'avais envisagé.",D2SN6_segment_2.txt
D2SN6,3: Aspects éthiques et responsabilités liées à l'utilisation de ChatGPT,10: Futur de l'intégration de ChatGPT dans l'éducation,Je pense que ça pourrait être bien d'apprendre ça aux élèves.,D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,1: Utilité dans différentes filières,"Je me dis que dans certaines filières, ça peut être vraiment utile. Je pense aux filières scientifiques.",D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,2: Évolution des pratiques d'apprentissage,"Je pense que ça peut vraiment aider, surtout dans le cadre d'études vraiment très terre-à-terre et très concrètes.",D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,3: Intégration dans les pratiques éducatives,Peut-être apprendre à l'utiliser correctement.,D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,4: Limitations et améliorations possibles,Je pense que ça pourrait être bien de apprendre ça aux élèves pour éviter les abus.,D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,5: Changement dans la manière d'enseigner,"Alors moi, je trouve ça bien qu'il y ait des profs maintenant qui acceptent vraiment l'utilisation de ChatGPT par les élèves.",D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,6: Rôle dans la personnalisation de l'apprentissage,Ça m'aide vraiment à personnaliser ma demande pour que je puisse ensuite comprendre encore mieux la réponse.,D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,7: Impact sur la charge de travail,"Ça m'aide beaucoup. Ça peut m'aider à être plus rassurée sur les deadlines, des rendus, etc.",D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,8: Perception de l'avenir,"Je pense que dans le futur, ça peut vraiment aider.",D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,9: Nécessité d'une utilisation éthique,Il faut faire attention à comment on l'utilise.,D2SN6_segment_2.txt
D2SN6,4: Futur et évolutions potentielles de ChatGPT dans l'éducation,10: Potentiel pour améliorer l'expérience éducative,Je pense que ça peut vraiment aider.,D2SN6_segment_2.txt
