Entretien,Thème,Code,Verbatim,Fichier
D2SN5,L'expérience initiale avec ChatGPT,1: Enthousiasme initial,c'est une technologie presque miraculeuse et qu'elle a réponse à tout,D2SN5_segment_3.txt
D2SN5,L'expérience initiale avec ChatGPT,2: Découverte des limites,je me suis déjà retrouvé à perdre presque une demi-journée à chercher un truc,D2SN5_segment_3.txt
D2SN5,L'expérience initiale avec ChatGPT,3: Réponse incorrecte,j'ai découvert que ce que ChatGPT m'avait dit était faux,D2SN5_segment_3.txt
D2SN5,L'expérience initiale avec ChatGPT,4: Correction de ChatGPT,"il m'a répondu 'je suis désolé pour la confusion, effectivement tu as raison'",D2SN5_segment_3.txt
D2SN5,L'expérience initiale avec ChatGPT,5: Révision de l'utilisation,c'est à partir de ce moment-là que j'ai revu ma façon de l'utiliser,D2SN5_segment_3.txt
D2SN5,Les erreurs et les hallucinations de ChatGPT,1: Exemple d'absurdité,l'exemple populaire de la question 'qui est le plus grand entre un œuf de vache et un œuf de poule ?',D2SN5_segment_3.txt
D2SN5,Les erreurs et les hallucinations de ChatGPT,2: Réponse erronée,il a répondu que c'était l'œuf de vache… avec des arguments en plus !,D2SN5_segment_3.txt
D2SN5,Les erreurs et les hallucinations de ChatGPT,3: Hallucinations,"il m'a fait perdre presque deux jours, en me sortant des hallucinations sur l'intelligence artificielle",D2SN5_segment_3.txt
D2SN5,Les erreurs et les hallucinations de ChatGPT,4: Manque de sources,il n'arrivait ni à me citer de source ni à expliquer ce qu'il avait écrit,D2SN5_segment_3.txt
D2SN5,L'aide à la compréhension des sujets,1: Vulgarisation,quand on lui demande de vulgariser un principe... il arrive à simplifier le concept,D2SN5_segment_3.txt
D2SN5,L'aide à la compréhension des sujets,2: Meilleure compréhension,ça me permet de mieux comprendre mon cours par la suite,D2SN5_segment_3.txt
D2SN5,L'aide à la compréhension des sujets,3: Utilisation efficace,je suis passé maître dans l'art du prompt,D2SN5_segment_3.txt
D2SN5,La gestion du stress académique,1: Gestion naturelle du stress,je suis quelqu'un qui gère naturellement bien son stress,D2SN5_segment_3.txt
D2SN5,La gestion du stress académique,2: Utilité de ChatGPT,certaines tâches seront plus rapides à faire avec lui que sans lui,D2SN5_segment_3.txt
D2SN5,Évaluation de la qualité des réponses,1: Deux cas de figure,"il y a deux cas de figure. Quand c'est moi qui lui fournis un premier résultat, il arrive à l'améliorer",D2SN5_segment_3.txt
