Entretien,Thème,Code,Verbatim,Fichier
LAU2,Utilisation de ChatGPT pour améliorer les tâches,1: Reformulation pour plus de créativité,"J'ai essayé ensuite de reformuler pour avoir un peu plus de variété, un peu plus de... Ouais, avoir plus d'éléments intéressants, disons, pour les étudiants.",Lau2_segment_10.txt
LAU2,Utilisation de ChatGPT pour améliorer les tâches,2: Correction des connaissances,"ChatGPT m'a corrigé moi, en fait, en me disant que non c'était pas comme ça que ça s'est passé dans le film et c'est moi qui m'étais mal rappelé",Lau2_segment_10.txt
LAU2,Utilisation de ChatGPT pour améliorer les tâches,3: Utilisation pour vérifier les informations,je voulais vérifier si cette idée était correcte,Lau2_segment_10.txt
LAU2,Utilisation de ChatGPT pour améliorer les tâches,4: Changement dans le travail suite à la correction,oui après ça a quand même changé en fait ce que je voulais ensuite mentionner par exemple dans mon travail,Lau2_segment_10.txt
LAU2,Utilisation de ChatGPT pour améliorer les tâches,5: Apport de ChatGPT dans le travail académique,ça a quand même changé en fait ce que je voulais ensuite mentionner par exemple dans mon travail,Lau2_segment_10.txt
LAU2,Perception de ChatGPT comme un outil d'assistance,1: Réponses immédiates,"on a des réponses plus ou moins immédiates, ce qu'on ne pourrait pas avoir avec un être humain",Lau2_segment_10.txt
LAU2,Perception de ChatGPT comme un outil d'assistance,2: Disponibilité constante,"c'est quand même une sorte de... Enfin, ça commence à être un peu un compagnon... tout le temps là, tout le temps disponible",Lau2_segment_10.txt
LAU2,Perception de ChatGPT comme un outil d'assistance,3: Rôle de majordome,"une sorte de majordome qui est là, qui est tout le temps là, tout le temps disponible et qui m'aide avec des tâches",Lau2_segment_10.txt
LAU2,Perception de ChatGPT comme un outil d'assistance,4: Utilité dans les tâches quotidiennes,qui m'aide avec des tâches,Lau2_segment_10.txt
LAU2,Perception de ChatGPT comme un outil d'assistance,5: Comparaison avec un être humain,"ce qu'on ne pourrait pas avoir avec un être humain, à moins de l'avoir vraiment juste à côté",Lau2_segment_10.txt
LAU2,Avantage compétitif apporté par ChatGPT,1: Gain de temps,"Justement, je pense peut-être en accomplissant certaines tâches de manière un peu plus rapide",Lau2_segment_10.txt
LAU2,Avantage compétitif apporté par ChatGPT,2: Meilleure compréhension des concepts,peut-être en comprenant aussi des concepts plus rapidement,Lau2_segment_10.txt
LAU2,Avantage compétitif apporté par ChatGPT,3: Utilisation pour la rédaction,"pour celles et ceux qui l'utilisent carrément pour la rédaction, c'est sûr que c'est un gain de temps énorme",Lau2_segment_10.txt
LAU2,Avantage compétitif apporté par ChatGPT,4: Limites de ChatGPT pour les sujets complexes,"il arrive à un moment quand même où les sujets deviennent complexes, et où même ChatGPT des fois donne des réponses qui sont pas très satisfaisantes",Lau2_segment_10.txt
LAU2,Avantage compétitif apporté par ChatGPT,5: Risque de dépendance,une personne qui aura trop pris l'habitude de rédiger avec ChatGPT va retrouver ce problème tôt ou tard,Lau2_segment_10.txt
LAU2,Dépendance à ChatGPT,1: Non-dépendance personnelle,"Non, je ne dirais pas que je suis dépendant",Lau2_segment_10.txt
LAU2,Dépendance à ChatGPT,2: Capacité à travailler sans ChatGPT,J’ai réussi à travailler sans ChatGPT pendant 23 ans,Lau2_segment_10.txt
LAU2,Dépendance à ChatGPT,3: Risque de dépendance pour les autres,"je peux imaginer que pour d'autres personnes, ça pourrait devenir une dépendance",Lau2_segment_10.txt
LAU2,Dépendance à ChatGPT,4: Utilisation abusive de ChatGPT,pour celles et ceux qui ne sont peut-être pas encore à l'uni et qui peut-être commencent à se fier un peu trop à cet outil,Lau2_segment_10.txt
LAU2,Dépendance à ChatGPT,5: Limites de ChatGPT,qui ne se rendent pas compte de ses limites,Lau2_segment_10.txt
LAU2,Perception de la légitimité de l'utilisation de ChatGPT,1: Question sur la légitimité,Comment est-ce que tu perçois le fait d'utiliser ChatGPT pour des travaux universitaires ? Est-ce que tu trouves que l'utilisation est... Quand est-ce que l'utilisation est légitime en fait ?,Lau2_segment_10.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,1: Brainstorming et planification,"une sorte de brainstorming en gros, pour peut-être établir un plan",Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,2: Résumé d'articles,demander à ChatGPT de résumer ces articles,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,3: Gain de temps,ça peut faire gagner beaucoup de temps,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,4: Conciliation études et travail,surtout quand on est étudiant et que peut-être on travaille à côté,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,5: Inégalités dans l'accès à l'information,c'est juste que maintenant on étendrait un peu ce privilège à d'autres personnes,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,6: Utilisation pour la synthèse,si on a déjà écrit une bonne partie du travail et qu'on cherche un peu à avoir une synthèse,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,7: Rédaction de la conclusion,"pour rédiger la conclusion, si la personne s'inspire de ce que ChatGPT a rédigé",Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,8: Limite de l'utilisation,je pense que c'est toujours bien de lire soi-même les articles,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,9: Équité dans l'utilisation,ça aide les gens,Lau2_segment_11.txt
LAU2,Utilité de ChatGPT dans le processus d'apprentissage,10: Acceptabilité,moi ça ne me choquerait pas si quelqu'un utilise de l'IA pour...,Lau2_segment_11.txt
LAU2,Perception des inégalités et rôle de ChatGPT,1: Inégalités dans les études,réduire l'écart dans les inégalités aux études,Lau2_segment_11.txt
LAU2,Perception des inégalités et rôle de ChatGPT,2: Chance égale pour tous,remettre un peu ces élèves-là à la même hauteur que des élèves qui peuvent se dédier à 100% à leurs études,Lau2_segment_11.txt
LAU2,Perception des inégalités et rôle de ChatGPT,3: Utilisation de ChatGPT comme outil d'égalisation,cet outil ne fait que remettre un peu ces élèves-là à la même hauteur,Lau2_segment_11.txt
LAU2,Perception des inégalités et rôle de ChatGPT,4: Promesse de la technologie,la promesse de la technologie de libérer l'humanité du travail et de réduire un peu aussi ces inégalités,Lau2_segment_11.txt
LAU2,Perception des inégalités et rôle de ChatGPT,5: Soutien à l'encadrement plutôt qu'à l'interdiction,je trouve qu'il faut encadrer plutôt que d'interdire ces technologies,Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,1: Utilisation de ChatGPT malgré l'interdiction,il y en a qui utilisent ChatGPT avec des profs qui ont explicitement demandé à ce que ce soit pas utilisé,Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,2: Interrogation sur la raison de l'utilisation,pourquoi est-ce qu'il y a un recours aussi massif à l'intelligence artificielle ?,Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,3: Incompréhension des enseignants,"je pense que certains profs, je pense qu'ils s'imaginent vraiment qu'en ayant juste une charte d'honneur que l'affaire est réglée",Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,4: Nuance dans l'approche des enseignants,"une attitude un peu plus différenciée, un peu plus nuancée de la part de ces profs",Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,5: Ouverture à la technologie,ceux qui sont déjà un peu plus ouverts à l'utilisation de cette technologie,Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,6: Perception de la futilité de l'interdiction,à quel point c'est futile de vouloir interdire ça,Lau2_segment_11.txt
LAU2,Connaissance et réaction des enseignants,7: Connaissance de l'utilisation par les pairs,je suis au courant parce que je connais les étudiants,Lau2_segment_11.txt
LAU2,Conséquences et sanctions pour l'utilisation de ChatGPT,1: Sanctions possibles,"(attendu mais non disponible dans ce segment, cependant)",Lau2_segment_11.txt
LAU2,Utilisation de l'IA et fraude académique,1: Connaissance de cas de fraude,j'ai entendu des histoires d'étudiants qui ont été convoqués parce que c'était un peu trop évident qu'ils ont utilisé de l'IA.,Lau2_segment_12.txt
LAU2,Utilisation de l'IA et fraude académique,2: Manque de détails sur les cas de fraude,"je ne connais pas forcément les détails, je ne connais pas les personnes concernées.",Lau2_segment_12.txt
LAU2,Utilisation de l'IA et fraude académique,3: Existence de cas de fraude,je sais qu'il y a eu des cas comme ça.,Lau2_segment_12.txt
LAU2,Utilisation de l'IA et fraude académique,4: Perception de l'IA comme outil de fraude,c'était un peu trop évident qu'ils ont utilisé de l'IA.,Lau2_segment_12.txt
LAU2,Utilisation de l'IA et fraude académique,5: Pas de cas précis,Pas vraiment de cas précis,Lau2_segment_12.txt
LAU2,Problèmes éthiques liés au copyright et à la propriété intellectuelle,1: Utilisation de sources protégées par copyright,"ces sources-là ont été utilisées pour fournir justement... Ouais, pour nourrir la franchise ChatGPT quoi, et que ça, ça a un peu créé des soucis.",Lau2_segment_12.txt
LAU2,Problèmes éthiques liés au copyright et à la propriété intellectuelle,2: Indifférence au problème du copyright,je m'en fiche un peu.,Lau2_segment_12.txt
LAU2,Problèmes éthiques liés au copyright et à la propriété intellectuelle,3: Problème éthique majeur,"l'utilisation des données des utilisateurs, des utilisatrices, en gros sans leur consentement.",Lau2_segment_12.txt
LAU2,Problèmes éthiques liés au copyright et à la propriété intellectuelle,4: Risque de dépendance,"pour les plus jeunes, il puisse y avoir un peu un rapport de dépendance qui, sur le long terme, qui pourraient être destructifs, contre-productifs.",Lau2_segment_12.txt
LAU2,Problèmes éthiques liés au copyright et à la propriété intellectuelle,5: Génération d'images et de vidéos problématiques,"des gens ont créé des images et même des vidéos érotiques, en se basant sur le visage de personnes réelles mais sans leur consentement.",Lau2_segment_12.txt
LAU2,Risques pour la démocratie et la vie privée,6: Utilisation de l'IA pour manipuler l'opinion publique,"l'utilisation de ces outils pour générer des vidéos, des photos, par exemple de politiciens qui sont en train de faire ou en train de dire des choses que peut-être ils n'ont jamais dit ou fait",Lau2_segment_12.txt
LAU2,Risques pour la démocratie et la vie privée,7: Risque pour la démocratie,ça pourrait potentiellement changer en fait le cours d'une élection.,Lau2_segment_12.txt
LAU2,Risques pour la démocratie et la vie privée,8: Atteinte à l'autonomie du corps,c'est quand même une invasion de l'autonomie du corps d'autres personnes qui est totalement inacceptable.,Lau2_segment_12.txt
LAU2,Risques pour la démocratie et la vie privée,9: Problème de réalité vs. fiction,"ces images, ces vidéos sont difficilement distinguables de la réalité.",Lau2_segment_12.txt
LAU2,Risques pour la démocratie et la vie privée,10: Danger pour la vie démocratique,"pour la vie démocratique, c'est absolument terrible.",Lau2_segment_12.txt
LAU2,Solutions pour une utilisation responsable de ChatGPT,1: Définition d'une limite proportionnelle de texte généré par l'IA,de définir une sorte de limite proportionnelle de texte qui peut être généré par de l'IA,Lau2_segment_12.txt
LAU2,Solutions pour une utilisation responsable de ChatGPT,2: Obligation de citer l'utilisation de l'IA,une obligation de citer cette utilisation.,Lau2_segment_12.txt
LAU2,Solutions pour une utilisation responsable de ChatGPT,3: Approche réaliste et prometteuse,"je pense que ça c'est bien, ça paraît une approche tout à fait réaliste, qui est prometteuse, à mon avis.",Lau2_segment_12.txt
LAU2,Solutions pour une utilisation responsable de ChatGPT,4: Réglementation de l'utilisation de l'IA,la solution qui est actuellement envisagée par la section de XYZ,Lau2_segment_12.txt
LAU2,Solutions pour une utilisation responsable de ChatGPT,5: Responsabilité dans l'utilisation de l'IA,je pense que ça c'est bien,Lau2_segment_12.txt
LAU2,Utilisation de ChatGPT comme outil d'aide à la compréhension,1: Utilité de ChatGPT pour comprendre des textes complexes,"si un outil peut m'aider à déchiffrer ça, je ne me gêne pas.",Lau2_segment_12.txt
LAU2,Utilisation de ChatGPT comme outil d'aide à la compréhension,2: Frustration face à des textes difficiles,"certains auteurs, ils écrivent un peu comme des merdes.",Lau2_segment_12.txt
LAU2,Utilisation de ChatGPT comme outil d'aide à la compréhension,3: Gain de temps,ça sert à rien de se casser la tête sur un texte qu'on n'a pas compris,Lau2_segment_12.txt
LAU2,Utilisation de ChatGPT comme outil d'aide à la compréhension,4: Perception de l'utilité de ChatGPT,je ne me gêne pas.,Lau2_segment_12.txt
LAU2,Utilisation de ChatGPT comme outil d'aide à la compréhension,5: Priorité à la compréhension plutôt qu'à l'effort,"ça sert à rien de vouloir... les déchiffrer, ils n'avaient qu'à mieux écrire.",Lau2_segment_12.txt
LAU2,Perception de la clarté des consignes,1: Compréhension autonome,je trouvais que c'était assez clair pour que je puisse comprendre ça par moi-même,Lau2_segment_13.txt
LAU2,Perception de la clarté des consignes,2: Pas besoin de ChatGPT,honnêtement non,Lau2_segment_13.txt
LAU2,Perception de la clarté des consignes,3: Clarté des consignes,"quand on recevait des consignes pour un projet ou pour un travail, de manière générale",Lau2_segment_13.txt
LAU2,Rôle de ChatGPT dans la clarification,1: Utilisation non nécessaire,je ne suis pas sûre d'avoir compris la question,Lau2_segment_13.txt
LAU2,Rôle de ChatGPT dans la clarification,2: Répétition de la question,Est-ce que tu pourrais reformuler ? ou juste répéter la question.,Lau2_segment_13.txt
LAU2,Attentes liées à un projet,1: Attentes claires,je trouvais que c'était assez clair,Lau2_segment_13.txt
LAU2,Attentes liées à un projet,2: Compréhension des tâches,pour que je puisse comprendre ça par moi-même,Lau2_segment_13.txt
LAU2,Attentes liées à un projet,3: Pas de problème de compréhension,sans devoir recourir à ChatGPT,Lau2_segment_13.txt
LAU2,Légitimité de l'utilisation de ChatGPT,1: Réflexion et formulation de questions,"poser la bonne question à ChatGPT, vraiment la formuler d'une manière assez claire",Lau2_segment_13.txt
LAU2,Légitimité de l'utilisation de ChatGPT,2: Objectifs d'apprentissage,si l'objectif d'apprentissage est basé dans le fait de bien formuler une question,Lau2_segment_13.txt
LAU2,Légitimité de l'utilisation de ChatGPT,3: Légitimité dans certains contextes,je pourrais imaginer des cas où l'utilisation de ChatGPT est peut-être plus légitime que dans d'autres cas,Lau2_segment_13.txt
LAU2,Proportionnalité dans l'utilisation,1: Définition de la proportion,il faut définir la bonne proportion entre ce qui peut être généré par l'IA et ce qui doit être fait par l'étudiant,Lau2_segment_13.txt
LAU2,Proportionnalité dans l'utilisation,2: Arbitraire dans la fixation des limites,il y a un peu d'arbitraire là-dedans,Lau2_segment_13.txt
LAU2,Proportionnalité dans l'utilisation,3: Nécessité de définir les limites,il faut vraiment que chaque section se pose la question pour quel genre de travaux on va placer quelles limites,Lau2_segment_13.txt
LAU2,Dilemmes moraux liés à l'utilisation de ChatGPT,1: Scrupules personnels,moi je me sens trop mal en fait à le faire,Lau2_segment_13.txt
LAU2,Dilemmes moraux liés à l'utilisation de ChatGPT,2: Opinion du professeur,si je sais qu'un ou une prof est catholiquement opposée à ChatGPT,Lau2_segment_13.txt
LAU2,Dilemmes moraux liés à l'utilisation de ChatGPT,3: Questionnement moral,est-ce que c'est vraiment juste que moi je sois payé alors que en gros les exercices là ils sont générés par une IA,Lau2_segment_13.txt
LAU2,Contextes professionnels et utilisation de ChatGPT,1: Utilisation dans le travail professionnel,"dans le cadre de mon travail professionnel, des fois je me suis un peu posé la question",Lau2_segment_13.txt
LAU2,Contextes professionnels et utilisation de ChatGPT,2: Génération d'exercices,les exercices là ils sont générés par une IA,Lau2_segment_13.txt
LAU2,Contextes professionnels et utilisation de ChatGPT,3: Valeur du travail effectué,j'aurais juste dû trouver des exercices beaucoup moins adaptés dans des vieux livres de grammaire,Lau2_segment_13.txt
LAU2,Interdictions et tentations,1: Interdiction explicite,si le ou la prof a vraiment explicitement dit que c'est pas possible,Lau2_segment_13.txt
LAU2,Interdictions et tentations,2: Tentation d'utiliser ChatGPT,on est toujours tenté,Lau2_segment_13.txt
LAU2,Interdictions et tentations,3: Question d'honneur,pour moi c'est vraiment une question d'honneur,Lau2_segment_13.txt
LAU2,Autres formes d'IA,1: Utilisation d'autres IA,est-ce que tu utilises d'autres formes de IA à part chat GPT?,Lau2_segment_13.txt
LAU2,Autres formes d'IA,2: Exploration de possibilités,non disponible dans ce segment,Lau2_segment_13.txt
LAU2,Perception et utilisation des outils d'intelligence artificielle,1: Utilisation de DeepL,"Oui, alors c'est vrai que DeepL, en fait, c'est un outil... Enfin, c'est une intelligence artificielle aussi.",Lau2_segment_14.txt
LAU2,Perception et utilisation des outils d'intelligence artificielle,2: Comparaison avec d'autres outils,"J'avais essayé l'intelligence artificielle de Google Gemini. Mais je sais pas, je trouvais que l'interface était moins sympathique, moins convaincante.",Lau2_segment_14.txt
LAU2,Perception et utilisation des outils d'intelligence artificielle,3: Limites des chatbots,"Quand je lui disais de me raconter une autre blague, en fait souvent il me donnait juste la même blague d'avant.",Lau2_segment_14.txt
LAU2,Perception et utilisation des outils d'intelligence artificielle,4: Maturité des technologies,"Je voyais que... Donc cette intelligence artificielle là, elle était encore pas tout à fait mature pour être utilisée, en gros.",Lau2_segment_14.txt
LAU2,Perception et utilisation des outils d'intelligence artificielle,5: Exploration des fonctionnalités,"J'avais utilisé l'intelligence artificielle, plutôt le chatbot en fait de Snapchat, où j'ai demandé de me raconter des blagues.",Lau2_segment_14.txt
