Entretien,Thème,Code,Verbatim,Fichier
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,1: Utilité de ChatGPT pour organiser les notes de cours,j’ai demandé à ChatGPT de me faire un tableau où je lui demande de quoi mettre à l’intérieur,D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,2: Gain de temps grâce à ChatGPT,"ça me fait vraiment gagner du temps, quoi",D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,3: Simplification du travail académique,ça m’amène à ne faire que l’essentiel et à ne faire que ce qui me sert vraiment,D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,4: Préférence pour la création de tableaux,"Moi, j’aime bien les tableaux",D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,5: Limitations de la création autonome de tableaux,"si je fais le tableau moi-même, ça ne va pas être énorme",D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,6: Utilisation de ChatGPT pour une vision globale,avoir une vision un peu globale de mon cours,D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,7: Facilité de travail après utilisation de ChatGPT,"une fois que j’ai tout dans un tableau, à le travailler plus vite",D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,8: Réduction du temps passé sur la formalisation,on prend du temps avec tout ce qui est la formalisation et tout ça,D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,9: Efficacité après la mise en place,"une fois que c’est fait, je peux juste travailler",D2SN15_segment_13.txt
D2SN15,1: Utilisation de ChatGPT pour la productivité académique,10: Satisfaction globale avec l'usage de ChatGPT,"Donc, ça me fait vraiment gagner du temps, quoi",D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,1: Utilité conditionnelle de ChatGPT,"c’est que, juste, en fait, elle est pas utile",D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,2: Accès universel à ChatGPT,"tout le monde y a accès, et le professeur également",D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,3: Utilisation pertinente pour les tâches standardisées,si on demande aux élèves de faire un travail hyper standardisé,D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,4: Manque de légitimité pour les tâches personnalisées,si on nous demande vraiment d’avoir notre avis à nous et de faire un peu ce qu’on veut,D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,5: Dépendance à la manière dont le professeur utilise ChatGPT,ça dépend aussi de comment le prof l’amène et ce qu’attend le prof,D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,6: Critique de l'enseignement standardisé,ça veut dire aussi que c’est pas le bon enseignement,D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,7: Valeur accordée à la liberté académique,on est hyper libres dans la manière de travailler,D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,8: Travail personnalisé,"c’est ce qu’on va rendre, et souvent, c’est très personnalisé",D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,9: Inadéquation de ChatGPT pour les tâches personnalisées,ChatGPT est vraiment peu pertinent là-dedans et peu légitime,D2SN15_segment_13.txt
D2SN15,2: Perception de la légitimité de ChatGPT dans les travaux académiques,10: Privilège de travailler de manière autonome,c’est un peu le privilège que j’ai dans cette école-là,D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,2: Utilisation acceptable pour certaines tâches,si on nous pose une question du genre : « Qu’est-ce que tu penses de ça ? »,D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,3: Importance de la personnalisation dans les devoirs,on nous demande vraiment d’avoir notre avis à nous,D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,4: Limitations de ChatGPT pour les tâches nécessitant une réflexion personnelle,"grosso modo, ce que va dire ChatGPT, tout le monde y a accès",D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,5: Inadéquation pour les tâches où la réflexion personnelle est attendue,si on attend vraiment une réponse de ce qu’eux pensent,D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,6: Adéquation pour les tâches standardisées,"faire un travail hyper standardisé, bah là, euh… faire ChatGPT, quoi",D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,7: Condition de légitimité liée à la nature de la tâche,ça dépend aussi de comment le prof l’amène,D2SN15_segment_13.txt
D2SN15,3: Conditions d'une utilisation légitime de ChatGPT,8: Valeur accordée à la réflexion personnelle,"qu’importe si c’est bien rédigé, qu’importe si c’est assez long",D2SN15_segment_13.txt
D2SN15,4: Impact de ChatGPT sur les pratiques académiques,1: Changement dans la manière d'aborder les tâches académiques,ça m’amène à ne faire que l’essentiel,D2SN15_segment_13.txt
D2SN15,4: Impact de ChatGPT sur les pratiques académiques,2: Gain de productivité,ça me fait vraiment gagner du temps,D2SN15_segment_13.txt
D2SN15,4: Impact de ChatGPT sur les pratiques académiques,4: Impact sur la qualité du travail,"ça ne va pas être énorme"" (en faisant référence au travail sans ChatGPT)",D2SN15_segment_13.txt
D2SN15,4: Impact de ChatGPT sur les pratiques académiques,5: Modification de l'approche pédagogique,"ça veut dire aussi que c’est pas le bon enseignement"" (si trop standardisé)",D2SN15_segment_13.txt
D2SN15,4: Impact de ChatGPT sur les pratiques académiques,6: Adaptation à la liberté académique,on travaille vraiment sur ce qu’on veut,D2SN15_segment_13.txt
D2SN15,4: Impact de ChatGPT sur les pratiques académiques,8: Changement dans la formalisation du travail,on prend du temps avec tout ce qui est la formalisation,D2SN15_segment_13.txt
D2SN15,5: Réflexion sur l'enseignement et l'apprentissage avec ChatGPT,5: Critère de valeur pour les tâches académiques,si on nous demande vraiment d’avoir notre avis à nous,D2SN15_segment_13.txt
D2SN15,5: Réflexion sur l'enseignement et l'apprentissage avec ChatGPT,7: Évaluation de la qualité de l'enseignement,"c’est pas le bon enseignement"" (en parlant d'un enseignement trop standardisé)",D2SN15_segment_13.txt
D2SN15,5: Réflexion sur l'enseignement et l'apprentissage avec ChatGPT,8: Utilité de ChatGPT pour les tâches répétitives ou de synthèse,j’ai demandé à ChatGPT de me faire un tableau,D2SN15_segment_13.txt
D2SN15,5: Perception et vécu de l'étudiant face à ChatGPT.,1: Expérience personnelle,je l’ai beaucoup ressenti au début,D2SN15_segment_14.txt
D2SN15,5: Perception et vécu de l'étudiant face à ChatGPT.,2: Influence de l'entourage,Les gens autour de moi l’utilisaient beaucoup,D2SN15_segment_14.txt
D2SN15,5: Perception et vécu de l'étudiant face à ChatGPT.,3: Émotion associée,j’avais beaucoup de mal,D2SN15_segment_14.txt
