Entretien,Thème,Code,Verbatim,Fichier
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Rôle de la politique,"""La politique !""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Légitimité du parti pirate,"""Je croirais plus le parti pirate que le PS pour des trucs d'informatique ou d'IA""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Prise de position du parti pirate,"""C'est eux qui veulent lancer... Enfin, qui en parlent, qui pourraient lancer le débat""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Unicité du parti pirate sur le sujet,"""J'ai l'impression que c'est les seuls qui parlent de ça aussi.""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Question de la légitimité par la nouveauté,"""Est-ce que le fait d'être les seuls à parler de ça veut nécessairement dire qu'ils ont...""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Non-correspondance entre unicité et légitimité,"""Non, non, non.""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Rôle dans l'initiation du débat,"""C'est eux qui veulent lancer... Enfin, qui en parlent, qui pourraient lancer le débat""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Désintérêt de la politique suisse,"""Je crois que la politique suisse n'est pas très intéressée par ce genre de débat""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Nécessité d'un débat,"""Il y a du travail à faire là-bas, quoi.""",Lau1_segment_10.txt
Lau1,Acteurs légitimes pour la discussion sur l'IA**,Absence de leadership sur le sujet,"""La politique suisse n'est pas très intéressée par ce genre de débat""",Lau1_segment_10.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Réflexion sur l'utilisation de chatGPT,"""Je pense qu'il n'a rien remplacé, il s'est juste fait une nouvelle place, en vrai.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Évaluation de l'impact de chatGPT sur les pratiques d'apprentissage,"""Ça s'est inséré dans une économie d'échange très précise.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Analyse de la dépendance à chatGPT,"""Pas de chat GPT, mais oui de l'IA, entre guillemets, je pense.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Réflexion sur les avantages et les inconvénients de chatGPT,"""Je ne sais pas si ça donne vraiment un avantage vu que moi je n'ai pas fini mon (rire) mon bachelor.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Évaluation de l'utilité de chatGPT dans différentes situations,"""Je n'ai pas l'impression d'être dépendant en général de chat GPT, mais il y a certains cours où vraiment c'est pas nécessaire mais c'est très utile.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Perception de l'impact de chatGPT sur les résultats académiques,"""Je l'utilise pour... minimiser le stress potentiel que tu vas ressentir face à un rendu.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Analyse de la relation entre chatGPT et les autres outils et méthodes,"""Bah, en tout cas, comme j'ai dit un peu, je fais pas tant que ça de recherche physique, papier, enfin, que ce soit des e-books, mais j'entends bibliothèque, bibliographie.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Réflexion sur les limites de chatGPT,"""Si je devais refaire les maths maintenant, je n'utiliserais pas de chat GPT.""",Lau1_segment_8.txt
Lau1,Analyse réflexive sur l'utilisation de chatGPT**,Évaluation de l'utilité de chatGPT par rapport aux autres étudiants,"""J'ai l'impression qu'on était... Non, qu'il y a et qu’il y avait une minorité à ne pas utiliser chatGPT.""",Lau1_segment_8.txt
Lau1,Attitudes envers la technologie et l'innovation,Ouverture aux nouvelles fonctionnalités,"""Et ça, je crois que j'ai envie d'essayer, mais juste pour le fun et pas pour du travail.""",Lau1_segment_4.txt
