Entretien,Thème,Code,Verbatim,Fichier
LAU11,La reformulation et la concision dans l'apprentissage,1: Réduction de la verbosité,j'ai tendance à vraiment beaucoup développer et beaucoup parler pour des choses qui ne sont pas forcément les plus pertinentes.,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,2: Importance de la concision,"l'apprentissage, c'était plutôt la concision et la manière de formuler les phrases sans m'étaler",Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,3: Adaptation au public,reformuler de manière plus claire et atteignable par tous les publics aussi,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,4: Vulgarisation,on a vu avec la vulgarisation et pas qu'on utilise que du jargon ultra-scientifique,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,5: Compréhension,personne ne puisse comprendre ce qu'on raconte,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,6: Progression,ça m'a vraiment aidé parce que ça a pu décomposer les étapes et puis aller à ma vitesse,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,7: Réduction de la frustration,au lieu d'essayer de comprendre par toi-même et puis c'est hyper frustrant,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,8: Utilité de l'outil,ça m'a aidé à construire tout mon rapport sur R,Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,9: Autonomie,"comme s'il y avait un prof à côté de moi, en fait, plus ou moins",Lau11_segment_10.txt
LAU11,La reformulation et la concision dans l'apprentissage,10: Application à d'autres logiciels,"pour d'autres logiciels du style ça peut être hyper utile, comme Excel",Lau11_segment_10.txt
LAU11,L'apprentissage de R,1: Difficulté initiale,"je ne comprenais rien, tout simplement",Lau11_segment_10.txt
LAU11,L'apprentissage de R,2: Utilité de l'outil pour R,ça m'a vraiment aidé parce que ça a pu décomposer les étapes,Lau11_segment_10.txt
LAU11,L'apprentissage de R,3: Progression dans l'apprentissage,je fais R depuis la première année,Lau11_segment_10.txt
LAU11,L'apprentissage de R,4: Perception de l'utilité,je dirais que c'était vraiment très marquant,Lau11_segment_10.txt
LAU11,L'apprentissage de R,5: Application à d'autres domaines,"si c'est un domaine plus mathématique, où il y a beaucoup de formules",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,1: Perception de la puissance de l'IA,"c'est un pouvoir, un truc qui... il y a une porte qui s'ouvre et on est genre juste à l'entrée de la porte",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,2: Inquiétude pour l'avenir,quel est le futur des intelligences artificielles ?,Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,3: Remplacement des emplois,"ils peuvent remplacer, ils remplacent déjà beaucoup de jobs",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,4: Déshumanisation,c'est un côté un peu déshumanisant forcément,Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,5: Omniprésence de la technologie,"les check-in à l'aéroport aussi, fin il y a partout…les paiements à la caisse",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,6: Évolution de la technologie,"là, je sais qu'on n'est qu'au début",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,7: Dualité de l'IA,"il y a beaucoup de bien, mais il y a aussi du mal potentiel",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,8: Impact sur la société,"les robots, la robotisation, ça se fait de plus en plus",Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,9: Perception de la nouveauté,on entre dans un nouveau champ des possibles assez large,Lau11_segment_10.txt
LAU11,Les inquiétudes face à l'IA et la robotisation,10: Interrogation sur l'avenir,comment ça va évoluer ?,Lau11_segment_10.txt
LAU11,L'équilibre entre le progrès et les risques,1: Reconnaissance du potentiel,j'expliquais que je trouve justement cet usage de l'IA genre... extraordinaire,Lau11_segment_10.txt
LAU11,L'équilibre entre le progrès et les risques,2: Préoccupation pour les conséquences,j'exprimais un peu des doutes vis-à-vis de ça,Lau11_segment_10.txt
LAU11,L'équilibre entre le progrès et les risques,4: Incertitude,on sait pas ce qu'il y a derrière,Lau11_segment_10.txt
LAU11,L'équilibre entre le progrès et les risques,5: Nécessité de considérer les deux aspects,il faut voir les deux côtés,Lau11_segment_10.txt
