Entretien,Thème,Code,Verbatim,Fichier
D2SN12,Définition et clarification des concepts,1: Concept flou,parfois il y a des concepts qui sont un peu flous,D2SN12_segment_3.txt
D2SN12,Définition et clarification des concepts,2: Ensemble de concepts,la liberté de la presse euh ça englobe à la fois le droit à l'information et à la fois le pluralisme médiatique,D2SN12_segment_3.txt
D2SN12,Définition et clarification des concepts,3: Demande de clarification,j'ai pu lui demander tous les concepts un peu qui découlaient de de la liberté de la presse pour voir si j'avais pensé à tout,D2SN12_segment_3.txt
D2SN12,Définition et clarification des concepts,4: Recherche de définitions,je vais me renseigner sur les définitions juridiques et littéraires qui sont données de ces concepts,D2SN12_segment_3.txt
D2SN12,Définition et clarification des concepts,5: Utilité de l'outil,ça va me prendre beaucoup moins de temps et je vais ensuite pouvoir affiner mes recherches,D2SN12_segment_3.txt
D2SN12,Gain de temps et efficacité,1: Gain de temps,ça va me prendre beaucoup moins de temps,D2SN12_segment_3.txt
D2SN12,Gain de temps et efficacité,2: Efficacité accrue,je vais ensuite pouvoir affiner mes recherches,D2SN12_segment_3.txt
D2SN12,Gain de temps et efficacité,3: Comparaison avec la recherche manuelle,"en cherchant sur internet, je vais moins avoir la globalité euh et tous les dessous de cette définition que en demandant au chat GPTF",D2SN12_segment_3.txt
D2SN12,Gain de temps et efficacité,4: Utilité pour les recherches complexes,ça me permet de... avoir tous les dessous de cette définition,D2SN12_segment_3.txt
D2SN12,Gain de temps et efficacité,5: Complémentarité avec d'autres méthodes,je vais me renseigner sur les définitions juridiques et littéraires,D2SN12_segment_3.txt
D2SN12,Stress lié à l'utilisation de l'outil,1: Stress en cas de manque de temps,j'ai pu avoir des situations de stress dans le sens où par exemple j'avais un texte à lire et je n’ai pas eu je n’ai pas eu le temps de le lire,D2SN12_segment_3.txt
D2SN12,Stress lié à l'utilisation de l'outil,2: Utilisation de l'outil pour réduire le stress,j'ai demandé à chat de me faire un résumé des grandes idées,D2SN12_segment_3.txt
D2SN12,Stress lié à l'utilisation de l'outil,3: Risque de manque de détail,j'ai pu être en stress si jamais mon professeur me demandait plus de détails pour les sur le texte,D2SN12_segment_3.txt
D2SN12,Stress lié à l'utilisation de l'outil,4: Dépendance à l'outil,j'avais juste les grandes idées en tête grâce à un résumé fait par,D2SN12_segment_3.txt
D2SN12,Attentes et satisfaction à l'égard de l'outil,1: Satisfaction générale,je trouve que ça répond plutôt bien,D2SN12_segment_3.txt
D2SN12,Attentes et satisfaction à l'égard de l'outil,2: Limites de l'outil,"si jamais je voulais pousser cette utilisation, je pense que ce ne serait pas suffisant",D2SN12_segment_3.txt
D2SN12,Attentes et satisfaction à l'égard de l'outil,3: Utilisation basique,"mon usage basique ? Oui, je trouve que ça répond plutôt bien",D2SN12_segment_3.txt
D2SN12,Attentes et satisfaction à l'égard de l'outil,4: Limite pour les tâches complexes,"pour des devoirs plus complets, je n’utiliserai pas de ChatGPT parce que je trouve que ce serait trop restreint",D2SN12_segment_3.txt
D2SN12,Changement dans les méthodes de travail,1: Fichage numérique,ça me permet de ficher plus rapidement euh Et donc je vais ficher déjà numériquement,D2SN12_segment_3.txt
D2SN12,Changement dans les méthodes de travail,2: Gain de temps,j'ai juste à apprendre la fiche résumée que Chat GPT m'a fait de mon cours,D2SN12_segment_3.txt
D2SN12,Changement dans les méthodes de travail,3: Changement dans la méthode de fichage,alors qu'avant je fichais à la main et ça me prenait beaucoup plus de temps,D2SN12_segment_3.txt
D2SN12,Changement dans les méthodes de travail,4: Impact sur l'apprentissage,"la manière dont j'apprends mes cours, ça a un peu modifié",D2SN12_segment_3.txt
D2SN12,Impact sur la qualité du travail,1: Perception de la qualité,"plutôt un gain de temps, je dirais",D2SN12_segment_3.txt
D2SN12,Impact sur la qualité du travail,2: Valeur accordée au travail personnel,"la qualité du travail, tu considères qu'elle sera toujours meilleure si on l'a fait par nous-même",D2SN12_segment_3.txt
D2SN12,Impact sur la qualité du travail,3: Limite de l'outil pour la qualité,je n’utiliserai pas de ChatGPT pour des devoirs plus complets,D2SN12_segment_3.txt
D2SN12,Impact sur la qualité du travail,4: Utilité de l'outil pour les tâches simples,pour des fiches synthétiques de cours,D2SN12_segment_3.txt
D2SN12,Économie de temps,1: Gain de temps pour les lectures,pour lire des gros documents,D2SN12_segment_3.txt
D2SN12,Économie de temps,3: Réduction du stress,je peux avoir tendance à être moins stressée si jamais si jamais j'ai pris du retard,D2SN12_segment_3.txt
D2SN12,Économie de temps,4: Meilleure gestion du temps,je sais que je vais pouvoir gagner du temps et je vais pouvoir euh être plus rapide pour faire certaines tâches,D2SN12_segment_3.txt
D2SN12,Organisation personnelle et planification,1: Influence sur l'organisation,ça peut influencer ton organisation personnelle de ton agenda pour planifier tes sessions de travail,D2SN12_segment_3.txt
D2SN12,Organisation personnelle et planification,2: Meilleure planification,je peux avoir tendance à être moins stressée,D2SN12_segment_3.txt
D2SN12,Organisation personnelle et planification,3: Gain de flexibilité,je sais que je vais pouvoir gagner du temps,D2SN12_segment_3.txt
D2SN12,Organisation personnelle et planification,4: Équilibre entre vie personnelle et études,de bien jauger entre vie perso et étude,D2SN12_segment_3.txt
