Entretien,Thème,Code,Verbatim,Fichier
D2SN7,Parcours scolaire et universitaire,1: Étudiant en sociologie,je suis à l'ENS Paris Saclay en M1 de sociologie contemporaine,D2SN7_segment_1.txt
D2SN7,Parcours scolaire et universitaire,2: Parcours scolaire varié,j'étais au lycée à Noisy-le-Grand... j'ai fait 2 ans de Prépa à Paris,D2SN7_segment_1.txt
D2SN7,Parcours scolaire et universitaire,3: Élite scolaire,Janson de Sailly dans le 16e Arrondissement,D2SN7_segment_1.txt
D2SN7,Parcours scolaire et universitaire,4: Mobilité géographique,à la fois à Saclay et à Sorbonne Université,D2SN7_segment_1.txt
D2SN7,Parcours scolaire et universitaire,5: Filière sélective,Prépa B L,D2SN7_segment_1.txt
D2SN7,Représentation de soi,1: Auto-présentation,Alors moi c'est Gabriel,D2SN7_segment_1.txt
D2SN7,Représentation de soi,2: Identité scolaire,je suis à l'ENS Paris Saclay,D2SN7_segment_1.txt
D2SN7,Représentation de soi,3: Trajectoire personnelle,j'ai un frère qui adore l'info,D2SN7_segment_1.txt
D2SN7,Compréhension de l'intelligence artificielle,1: Définition technique,"c'est ce qu'ils appellent LLM, large language model",D2SN7_segment_1.txt
D2SN7,Compréhension de l'intelligence artificielle,2: Fonctionnement de l'IA,tu rentres du texte et ça te redonne du texte selon un raisonnement probabiliste,D2SN7_segment_1.txt
D2SN7,Compréhension de l'intelligence artificielle,3: Données massives,grâce à des millions des milliards de milliards de données,D2SN7_segment_1.txt
D2SN7,Compréhension de l'intelligence artificielle,4: Perception de la technologie,"c'est pas réel, c'est pas humain",D2SN7_segment_1.txt
D2SN7,Compréhension de l'intelligence artificielle,5: Aspects magiques de l'IA,il y a tout ce côté un peu magique quoi,D2SN7_segment_1.txt
D2SN7,Perception de ChatGPT,1: Première impression,La première chose qui me vient à l'esprit ?,D2SN7_segment_1.txt
D2SN7,Perception de ChatGPT,2: Réflexion sur la nature de l'IA,"c'est pas matériel, c'est à dire que oui",D2SN7_segment_1.txt
D2SN7,Perception de ChatGPT,3: Expérience utilisateur,tu fous ton texte et ça donne du texte et c'est exactement,D2SN7_segment_1.txt
D2SN7,Perception de ChatGPT,4: Émerveillement,c'est juste magique et il y a quelque chose de très enfin d'assez fou,D2SN7_segment_1.txt
D2SN7,Influence du réseau personnel,1: Rôle du frère,j'ai découvert ChatGPT grâce à mon frère,D2SN7_segment_1.txt
D2SN7,Influence du réseau personnel,2: Intérêt familial pour la technologie,mon frère qui adore l'info,D2SN7_segment_1.txt
D2SN7,Influence du réseau personnel,3: Discussions familiales,il en discutait pas mal aussi avec mon père,D2SN7_segment_1.txt
D2SN7,Influence du réseau personnel,4: Transmission de connaissances,"c'est comme ça. C'est à travers eux2, leurs discussions et tout",D2SN7_segment_1.txt
D2SN7,Influence du réseau personnel,5: Découverte progressive,j'ai un peu appris ce qu'était Chat GPT,D2SN7_segment_1.txt
D2SN7,Médias et information,1: Présence dans les médias,"j'en ai entendu parler sur les réseaux, sur, enfin, dans les journaux",D2SN7_segment_1.txt
D2SN7,Médias et information,2: Notoriété de ChatGPT,"enfin en France, dans le monde, ça se développait quoi",D2SN7_segment_1.txt
D2SN7,Premières utilisations,1: Curiosité initiale,c'était quoi la première chose que tu l'avais demandée par exemple ?,D2SN7_segment_1.txt
D2SN7,Premières utilisations,2: Usage ludique,Je vais te poser une question un peu pour le fun,D2SN7_segment_1.txt
D2SN7,Premières utilisations,3: Usage scolaire,tu t'en es servi on va dire presque professionnellement dans le cadre de ton travail,D2SN7_segment_1.txt
D2SN7,Premières utilisations,4: Exploration de la technologie,tu commences à essayer toi aussi,D2SN7_segment_1.txt
D2SN7,Utilité et limites de ChatGPT,1: Utilité pour la programmation,c'est vraiment très puissant et pour ce que je fais en tout cas,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,2: Limite en production d'anglais,il reste encore complètement à côté de la plaque,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,3: Nécessité de guider ChatGPT,faut toujours faire attention de le guider,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,4: Extrapolation,il aime extrapoler,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,5: Répétition,ça se répète pas mal,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,6: Dépendance à la formulation des questions,"si c'est nul, c'est que tu l'utilises mal quoi",D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,7: Niveau variable selon les thématiques,son niveau c’est variables en fonction de différentes thématiques,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,8: Utilisation incorrecte,tu l'utilises mal quoi,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,9: Responsabilité de l'utilisateur,c'est de ta faute,D2SN7_segment_10.txt
D2SN7,Utilité et limites de ChatGPT,10: Potentiel à exploiter,c'est vraiment très puissant,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,1: Frustration envers l'enseignement de l'anglais,c’est pas une enfin la personne a jamais fait de sociologie,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,2: Déception face aux cours d'anglais,c'est vraiment des cours d'anglais de collège quoi,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,3: Manque de cohérence,ça n'a aucun intérêt,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,4: Irritation face aux tâches demandées,tu as l'impression c'est juste un peu débile,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,5: Critique de la maquette pédagogique,j’en veux aux personnes qui on t fait cette maquette,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,6: Sentiment d'inadéquation,c'est exactement l'intérêt de la fac c'est de pas faire ça quoi,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,7: Répétition dans les réponses de ChatGPT,il veut juste dire la même chose quoi,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,8: Perception négative de certaines productions,c'est à côté de la plaque,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,9: Attente d'un niveau supérieur,c'est pas non plus c'est pas non plus en production encore génialissime,D2SN7_segment_10.txt
D2SN7,Frustration face aux limites de ChatGPT et de l'enseignement,10: Exaspération face aux limites de ChatGPT,il explose totalement,D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,1: Utilisation de son propre jugement,"je me dis Bah ça c'est moche comme phrase ça, je sais que c'est faux",D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,2: Pas de techniques spécifiques,"non, pas spécialement quoi",D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,3: Utilisation des sources fournies par ChatGPT,il me donne les sources,D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,4: Limite dans la vérification,je dirais que c'est plutôt ça quoi,D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,5: Confiance relative dans ChatGPT,je m'utilise moi-même,D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,6: Vérification implicite,des fois je me dis Bah ça c'est moche comme phrase,D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,8: Exhaustivité limitée,lui demande pas non plus énormément de trucs,D2SN7_segment_10.txt
D2SN7,Vérification et validation des informations,9: Utilisation modérée,les recherches d'informations on fait comme oui à part les recherches de stat,D2SN7_segment_10.txt
D2SN7,Formulation des questions et interaction,1: Langage familier,j'dirais pas soutenu,D2SN7_segment_10.txt
D2SN7,Formulation des questions et interaction,2: Adaptation au contexte,"est-ce que tu prends un langage ? Très, je dirais pas soutenu",D2SN7_segment_10.txt
D2SN7,Formulation des questions et interaction,3: Interaction naturelle,où est-ce que t'es plutôt familier avec ton ChatGPT ?,D2SN7_segment_10.txt
