Entretien,Thème,Code,Verbatim,Fichier
LAU13,Stratégies de vérification,1: Recherche de sources multiples,"Tu vas faire tes recherches de ton côté, ou tu vas comparer avec ton cours, ou tu cherches d'autres sources.",Lau13_segment_2.txt
LAU13,Stratégies de vérification,2: Utilisation de Google pour vérifier les informations,"En soi, Google c'est déjà une bonne source... pour chercher dans le même thème que le thème de la question qui a été posée à Chat GPT.",Lau13_segment_2.txt
LAU13,Stratégies de vérification,3: Consultation d'experts ou de professeurs,"Même le prof ou un expert, quelqu'un qui connaît le sujet.",Lau13_segment_2.txt
LAU13,Stratégies de vérification,4: Utilisation de YouTube comme source d'information,"Sur YouTube, il y a certaines personnes qui expliquent ces choses dans des vidéos, mais de nouveau, c'est pas... C'est toujours à prendre avec des pincettes.",Lau13_segment_2.txt
LAU13,Stratégies de vérification,5: Wikipédia comme source d'information supplémentaire,Il y a toujours Wikipédia qui te donne aussi beaucoup de sources différentes que tu peux aller voir par toi-même.,Lau13_segment_2.txt
LAU13,Stratégies de vérification,6: Évaluation de la fiabilité en fonction du contexte,Ça dépend de l'importance de la véracité de la réponse.,Lau13_segment_2.txt
LAU13,Stratégies de vérification,7: Utilisation de rapports académiques,Tu trouves un peu rien à part des rapports académiques de 500 pages.,Lau13_segment_2.txt
LAU13,Stratégies de vérification,8: Prise en compte de la spécificité du sujet,Quand c'est des sujets très spécifiques.,Lau13_segment_2.txt
LAU13,Stratégies de vérification,9: Nécessité de vérifier les informations en fonction de l'importance de la réponse,"Si je demande... À Chat GPT et que, en fonction de la réponse, je vais faire un choix décisif sur un projet, je vais prendre du temps à chercher.",Lau13_segment_2.txt
LAU13,Stratégies de vérification,10: Évaluation de la fiabilité en fonction de la nature de la question,"En fonction du domaine, c'est pas la même réflexion.",Lau13_segment_2.txt
LAU13,Fiabilité des sources,1: Limites de Google comme source d'information,C'est pas une source en soi.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,2: Importance de diversifier les sources,"Tu peux chercher, voir ce qu'il se dit un peu.",Lau13_segment_2.txt
LAU13,Fiabilité des sources,3: Limites de YouTube comme source d'information,C'est toujours à prendre avec des pincettes.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,4: Utilité de Wikipédia pour trouver des sources supplémentaires,Wikipédia qui te donne aussi beaucoup de sources différentes.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,5: Rôle des experts dans la vérification des informations,Quelqu'un qui connaît le sujet.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,6: Problème de la spécificité et de la complexité des sujets,Sujets très spécifiques.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,7: Difficulté à trouver des sources pertinentes,Tu trouves un peu rien.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,8: Utilité des rapports académiques,Rapports académiques de 500 pages.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,9: Importance de la vérification pour les décisions importantes,Choix décisif sur un projet.,Lau13_segment_2.txt
LAU13,Fiabilité des sources,10: Différence de traitement selon les domaines,En fonction du domaine.,Lau13_segment_2.txt
LAU13,Gain de temps et productivité,1: Utilisation de Chat GPT pour gagner du temps,Ça t'aide à gagner du temps quand tu travailles.,Lau13_segment_2.txt
LAU13,Gain de temps et productivité,2: Amélioration de la qualité du travail,Améliore la qualité du travail.,Lau13_segment_2.txt
LAU13,Gain de temps et productivité,3: Impact sur l'organisation du travail,"Ton organisation, ta productivité, etc.",Lau13_segment_2.txt
LAU13,Gain de temps et productivité,4: Utilisation de Chat GPT pour des tâches spécifiques,"Pour des questions de prog, je fais plus confiance à l'IA.",Lau13_segment_2.txt
LAU13,Gain de temps et productivité,5: Différence de confiance selon les domaines,"Si c'est pour... Je sais pas... Si je lui demande de faire une analyse de l'actualité d'un pays, ça va être beaucoup moins... C'est plus flou.",Lau13_segment_2.txt
LAU13,Gain de temps et productivité,6: Utilisation de Chat GPT comme aide à la décision,"En fonction de la réponse, je vais faire un choix décisif sur un projet.",Lau13_segment_2.txt
LAU13,Gain de temps et productivité,7: Limites de Chat GPT dans certains domaines,C'est moins... moins structuré.,Lau13_segment_2.txt
LAU13,Gain de temps et productivité,8: Perception positive de l'impact de Chat GPT sur le travail,"Est-ce qu'il y a des améliorations, puis si oui, où est-ce que tu les observes un peu ?",Lau13_segment_2.txt
