Entretien,Thème,Code,Verbatim,Fichier
LAU7,Parcours académique,1: Formation universitaire,Je suis en dernière année de master en sciences sociales à Lausanne.,Lau7_segment_1.txt
LAU7,Parcours académique,2: Spécialisation,"J'ai commencé le master en septembre 2023 en sciences sociales dans l'orientation corps, médecine, technologie et santé.",Lau7_segment_1.txt
LAU7,Parcours académique,3: Établissement universitaire,J'ai fait le bachelor en sciences sociales à Lausanne aussi entre 2019 et 2020.,Lau7_segment_1.txt
LAU7,Parcours académique,4: Niveau d'étude,Je suis en dernière année de master.,Lau7_segment_1.txt
LAU7,Parcours académique,5: Domaine d'étude,Sciences sociales,Lau7_segment_1.txt
LAU7,Parcours académique,6: Intérêt pour le domaine,"Pas plus de chose à dire là-dessus."" (manque d'enthousiasme)",Lau7_segment_1.txt
LAU7,Parcours académique,7: Continuité dans les études,J'ai fait le bachelor à Lausanne et puis j'ai continué pour le master.,Lau7_segment_1.txt
LAU7,Parcours académique,8: Moment de transition,J'ai commencé le master en septembre 2023.,Lau7_segment_1.txt
LAU7,Parcours académique,9: Perception de son parcours,Et puis voilà quoi.,Lau7_segment_1.txt
LAU7,Parcours académique,10: Simplicité dans la présentation,J'ai pas plus de chose à dire là-dessus.,Lau7_segment_1.txt
LAU7,Interaction avec l'enquêtrice,1: Clarification sur la demande,"Du coup tu veux surtout que je me présente par rapport à l'Uni, c'est ça ?",Lau7_segment_1.txt
LAU7,Interaction avec l'enquêtrice,2: Réponse concise,Je m'appelle Nina.,Lau7_segment_1.txt
LAU7,Interaction avec l'enquêtrice,3: Réponse adaptée à la question,Oui exactement.,Lau7_segment_1.txt
LAU7,Interaction avec l'enquêtrice,4: Manière de communiquer,(rire),Lau7_segment_1.txt
LAU7,Interaction avec l'enquêtrice,5: Reconnaissance de la demande,"Du coup, je m'appelle Nina.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,1: Perception de ChatGPT,C'est un outil de support pour plein de domaines de la vie.,Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,2: Utilisation personnelle,"Moi, j'utilise surtout ChatGPT.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,3: Connaissance limitée de l'IA,"Le reste, j'avoue que je connais pas trop.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,4: Rôle de ChatGPT,"Un support, un outil, une aide pour plein d'éléments.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,5: Domaines d'application,"Notamment académiques, mais pas que.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,6: Exemple d'utilisation,"J'utilise Canva. Je sais que sur Canva, directement, il y a de l'intelligence artificielle.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,7: Perception de l'IA en général,Je sais qu'il y a d'autres programmes d'intelligence artificielle.,Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,8: Utilité de ChatGPT,"Une assez longue liste et pratique aussi, je dirais.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,9: Limitations de ChatGPT,"Il s'y connaît sur plein de sujets, même s'il ne s'y connaît pas non plus très bien sur tout.",Lau7_segment_1.txt
LAU7,Définition et utilisation de ChatGPT,10: Bénéfices de l'utilisation,C'est une aide.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,1: Changement d'avis,"Maintenant, je dirais... ce que j'ai dit avant, aide, support.",Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,2: Première impression,J'avais un avis assez négatif.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,3: Évolution vers une utilisation régulière,J'aime beaucoup l'utiliser du coup.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,4: Raison du changement,J'ai commencé à l'utiliser.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,5: Utilisation actuelle,J'utilise très régulièrement.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,6: Expérience utilisateur,Je dirais que c'est un support.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,7: Moment de transition,Il y a bientôt deux ans.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,8: Nouvel usage,J'ai commencé à l'utiliser le semestre d'automne 2023.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,9: Contexte d'utilisation,Pour le cours de méthode quantitative.,Lau7_segment_1.txt
LAU7,Évolution de la perception de ChatGPT,10: Impact sur la perception,J'ai plus le même avis.,Lau7_segment_1.txt
LAU7,1: Usage de la technologie au quotidien,1: Fréquence d'utilisation des appareils numériques,"J'utilise mon ordi presque tous les jours, j'utilise ma tablette aussi, enfin oui en gros j'utilise beaucoup la technologie.",Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,2: Types d'appareils numériques utilisés,"on utilise beaucoup la technologie que ce soit téléphone, ordi, tout, même montre connectée, enfin vraiment plein de trucs.",Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,3: Perception de sa propre utilisation de la technologie,"J'avoue, j'utilise beaucoup (rire).",Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,4: Niveau de compétence en technologie,"je m'y connais pas trop, si mon ordi bug, je sais pas quoi faire",Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,5: Dépendance aux appareils numériques,j'ai toujours mon natel sur moi ça c’est sur (rire).,Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,6: Utilisation de la technologie pour les études,je ne connais personne qui n'utilise pas d'ordi en master.,Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,7: Nécessité de l'ordinateur pour les études,"théoriquement, on n'a pas besoin d'ordinateur.",Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,8: Préférence pour la prise de notes numérique,c'est plus simple pour moi sur l'ordi en tout cas.,Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,9: Usage de logiciels spécifiques dans la filière universitaire,"En méthode quantitative, on devait utiliser RStudio.",Lau7_segment_2.txt
LAU7,1: Usage de la technologie au quotidien,10: Flexibilité dans l'utilisation de la technologie pour les études,Je pourrais prendre mes notes sur papier si besoin.,Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,1: Utilisation pour l'organisation et la planification,"j'utilise déjà pour m'aider à m'organiser, faire des plans de révision, ce genre de choses.",Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,2: Résumé de textes et de cours,"j'utilise aussi beaucoup pour résumer des textes que j'ai lus ou que j'avoue, j'ai la flemme de lire.",Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,3: Assistance à la rédaction,"j'utilise très peu pour la rédaction en elle-même, mais il y a parfois certaines phrases, j'ai une idée bien claire dans la tête, mais je n'arrive pas à la formuler.",Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,4: Reformulation de phrases,je lance un peu les mots dans le chat et puis il me fait une phrase un peu plus correcte.,Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,5: Structuration des idées pour le mémoire,il m'a aussi pas mal aidé pour un peu structurer mes idées et puis les rendre un peu plus concrètes.,Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,6: Gain de temps dans les tâches universitaires,c'est un méga gain de temps.,Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,7: Limitations reconnues de ChatGPT,je sais que j'apprendrai mieux en le résumant moi-même.,Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,8: Usage pour la rédaction de mails,"J'utilise tout le temps pour répondre aux mails, écrire des mails, formuler des mails.",Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,9: Exemples récents d'utilisation de ChatGPT,hier j'ai dû écrire à ma directrice de mémoire.,Lau7_segment_2.txt
LAU7,2: Utilisation de ChatGPT dans les activités universitaires,10: Intégration de ChatGPT dans les habitudes de travail académique,je pense que c'est surtout pour ça que j'utilise dans un contexte académique.,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,1: Définition personnelle de la technologie,Tu entends quoi par technologie ?,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,2: Utilité de la technologie dans la vie quotidienne,on utilise beaucoup la technologie,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,3: Confiance dans l'utilisation de la technologie,"j'utilise beaucoup la technologie, mais je m'y connais pas trop",Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,4: Perception de sa dépendance à la technologie,j'ai toujours mon natel sur moi,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,5: Valeur accordée à la compétence technologique,"si mon ordi bug, je sais pas quoi faire",Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,6: Utilité de la technologie pour l'organisation universitaire,c'est plus simple pour moi sur l'ordi,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,7: Reconnaissance de l'utilité de ChatGPT,c'est un méga gain de temps,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,8: Perception de l'impact de ChatGPT sur les compétences,je sais que j'apprendrai mieux en le résumant moi-même,Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,9: Utilisation de ChatGPT pour pallier des difficultés,"j'ai la flemme de moi-même résumer un cours, je le mets dans le chat",Lau7_segment_2.txt
LAU7,3: Perception de la technologie et de son utilité,10: Satisfaction générale avec l'utilisation de la technologie,j'utilise beaucoup (rire),Lau7_segment_2.txt
LAU7,4: Intégration de ChatGPT dans les pratiques académiques,1: Utilisation de ChatGPT pour les tâches académiques,j'utilise déjà pour m'aider à m'organiser,Lau7_segment_2.txt
LAU7,4: Intégration de ChatGPT dans les pratiques académiques,2: Utilisation spécifique pour le résumé,pour résumer des textes que j'ai lus,Lau7_segment_2.txt
