Entretien,Thème,Code,Verbatim,Fichier
D2SN3,1 : Contexte de l'entretien,1: Anonymat,vos réponses seront anonymes et resteront toujours anonymes,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,2: Liberté de réponse,il y a une liberté de réponse. Vous pouvez choisir de ne pas répondre à certaines questions aussi.,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,3: Consentement,est-ce que je peux enregistrer cette conversation ?,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,4: Objectif de l'entretien,l'objectif est de comprendre comment cet outil est utilisé et perçu,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,5: Confidentialité,"par rapport à la confidentialité, vos réponses seront anonymes",D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,1: Parcours éducatif,"j'ai fait 2 années de classe préparatoire, j'ai intégré l'ISCAE au Maroc et puis je suis venue en France pour un double diplôme à l'ISEG",D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,2: Domaine d'étude,j'ai fait un double diplôme en finance d'entreprise,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,3: Expérience avec Chat GPT,"j'ai eu un gros dilemme, une grande problématique avec Chat GPT lors de ma recherche académique lors de mon mémoire de fin d'étude",D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,1: Définition de l'intelligence artificielle,l'intelligence artificielle c'est un outil qui a pu se développer lui-même et imiter l'intelligence humaine,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,2: Capacités de Chat GPT,"la vitesse, le style d'écriture, les idées innovantes",D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,3: Impact sur les étudiants,les étudiants utilisent Chat GPT comme un outil principal au lieu de faire l'effort eux-mêmes,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,4: Effets sur la motivation,ça crée une dynamique de paresse. On devient paresseux,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,5: Perception de l'intelligence de Chat GPT,on est impressionné par son intelligence qu'on pense qu'on peut pas donner un meilleur résultat nous-même,D2SN3_segment_1.txt
D2SN3,2 : Découverte de Chat GPT,1: Première utilisation,(en attente de la réponse de Soumaya),D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,6: Enregistrement de la conversation,l'enregistrement sera supprimé après l'étude,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,7: Explication du contexte,je suis étudiante en M2 en data science et société numérique à l'université Gustave Eiffel,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,8: Introduction,Bonjour Soumaya. J'espère que vous allez bien,D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,9: Présentation,"je me présente, je suis étudiante en M2",D2SN3_segment_1.txt
D2SN3,1 : Contexte de l'entretien,10: Préambule,"avant de commencer, j'aimerais bien vous faire quelques précisions",D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,4: Age,je suis une jeune fille de 22 ans,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,5: Contexte international,j'ai étudié dans un contexte international au Maroc et en France,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,6: Partage d'expérience,ça sera un plaisir de partager mon expérience avec vous pour l'étudier et analyser ce sujet,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,7: Relation avec Chat GPT,mon cas est vraiment très relatif à l'essor de Chat GPT par rapport à l'usage de Chat GPT par les études,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,8: Recherche académique,l'impact de Chat GPT sur la recherche académique,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,9: Mémoire de fin d'étude,lors de mon mémoire de fin d'étude,D2SN3_segment_1.txt
D2SN3,2 : Présentation de l'enquêté,10: Problématique rencontrée,"j'ai eu un gros dilemme, une grande problématique avec Chat GPT",D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,6: Utilisation abusive,on abuse de Chat GPT surtout pour les étudiants,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,7: Contexte d'utilisation,j'ai étudié dans un contexte international au Maroc et en France dans un contexte bilatéral,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,8: Comparaison entre étudiants,l'usage est le même par les étudiants,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,9: Effet sur la créativité,les idées innovantes,D2SN3_segment_1.txt
D2SN3,1 : Définition de l'intelligence artificielle,10: Dépendance à Chat GPT,on fait toujours recours à Chat GPT,D2SN3_segment_1.txt
D2SN3,Perception initiale de ChatGPT,1: Effrayé par le projet académique,"on était effrayé, on avait des craintes de ne pas réussir",D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,2: Découverte de ChatGPT par les camarades,"mes collègues, c'est ma camarade de mes camarades de classe qui m'ont parlé de CHGBT",D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,3: Usage initial de ChatGPT,"on a testé PT bien qu'il était déjà lancé, on ignorait son usage",D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,4: Fascination pour ChatGPT,on était tout fasciné,D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,5: Conscientisation des limites de ChatGPT,"on s'est dit que bah si on a fait le même projet, les mêmes consignes, bah on a dû obtenir les mêmes résultats",D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,6: Naïveté dans l'usage de ChatGPT,c'était un usage naïf,D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,7: Manque de critique de l'usage de ChatGPT,on n'a pas critiqué notre consommation de chat GPT,D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,8: Première expérience avec ChatGPT,c'était lors de mon M1,D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,9: Impact sur les résultats,toute la classe a délivré le même résultat,D2SN3_segment_2.txt
D2SN3,Perception initiale de ChatGPT,10: Réflexion sur l'impression du professeur,je sais pas jusqu'à maintenant quel était l'impression du professeur,D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,1: Utilisation de ChatGPT pour les tâches académiques,on faisait recours à ChatGPT pour nous aider à reformuler et adopter un style plus académique,D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,2: Fréquence d'utilisation de ChatGPT,je dirais qu'on ne faisait pas souvent recours à ChatGPT,D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,3: Différence d'utilisation entre les étudiants,les étudiants étaient un peu conservateurs quant à leurs réponses et leur usage de ChatGPT,D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,4: Utilisation de ChatGPT pour les analyses,les étudiants renseignaient directement les consignes du prof à ChatGPT pour leur faire une première analyse du sujet,D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,5: Tricherie et utilisation de ChatGPT,"la tricherie était vraiment un sujet très exigeant, très surveillé, très supervisé",D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,6: Ruse des étudiants pour utiliser ChatGPT,"les étudiants étaient rusés, genre ils étaient en alerte",D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,7: Fréquence d'utilisation de ChatGPT dans un contexte spécifique,"c'était très fréquent là, dans mon semestre d'échange",D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,8: Impact de la notoriété de ChatGPT sur son utilisation,"peut-être que c'est, euh, il y a un paramètre de temps, parce que là, c'était, euh, c'était dans un moment où ChatGPT était déjà très connu",D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,9: Évolution de ChatGPT,"il apprend lui-même, qu'il développe, c'est du machine learning",D2SN3_segment_2.txt
D2SN3,Impact de ChatGPT sur le travail académique,10: Perception de l'utilisation de ChatGPT par les autres,j'étais vraiment choquée,D2SN3_segment_2.txt
D2SN3,Variations dans l'utilisation de ChatGPT,1: Différence d'utilisation entre les établissements,"à l'ISCAE, je dirais que, euh, les étudiants étaient un peu conservateurs quant à leurs réponses et leur usage de ChatGPT",D2SN3_segment_2.txt
D2SN3,Variations dans l'utilisation de ChatGPT,3: Utilisation de ChatGPT dans les quiz et QCM,"ils faisaient recours à ChatGPT, et ça m'a vraiment choquée",D2SN3_segment_2.txt
