Entretien,Thème,Code,Verbatim,Fichier
LAU8,1: Parcours universitaire et choix de carrière,1: Choix de la sociologie comme domaine d'études,"C'est par curiosité, j’pense. [...] La socio c'est ce qui me parlait le plus.",Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,2: Influence d'un stage relationnel en journalisme,"J'ai fait un stage relationnel en journalisme, avant mes études.",Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,3: Découverte de la sociologie à travers les descriptifs de cursus,"J'avais regardé en fait les branches ou euh les domaines d'études sur le site, enfin sur le site des différentes universités et pis la socio c'est ce qui me parlait le plus.",Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,4: Intérêt pour comprendre la société,"Je me suis dit, la société c'est tellement vaste. Il y a beaucoup de choses, et euh… J'avais l'impression de rien connaître en fait finalement de la société",Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,5: Hésitation entre sociologie et psychologie,"J'hésitais avec la psycho, mais bon ouais la socio c'est quand je lisais les descriptifs je me disais ah mais c'est ça que j'ai envie de savoir",Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,6: Poursuite d'un master en sociologie,Je suis en master en sociétés plurielles avec option sociologie,Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,7: Orientation vers des études en anglais,Que je fais en anglais.,Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,8: Influence des expériences passées sur les choix universitaires,"Parce qu'en fait, j'ai fait un stage relationnel en journalisme",Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,9: Spécialisation progressive en sociologie,Ma majeure c'était sociologie et pis ma mineure c'était en sciences de la communication et des médias.,Lau8_segment_1.txt
LAU8,1: Parcours universitaire et choix de carrière,10: Évolution des intérêts académiques,Et pis là je fais mon master du coup aussi en socio avec une mineure en sociétés numériques.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,1: Rôle de tutrice et tâches associées,Je suis tutrice. [...] J'ai un peu des tâches de fond que me donne une prof.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,2: Gestion du temps entre le travail de tutrice et les études,"Des fois y’a des périodes, c'est un peu chaud parce que des fois, il y a plus uni.",Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,3: Difficultés à équilibrer les responsabilités,"Je laisse un peu de côté tutrice. [...] Et pis là, la semaine passée, j'ai fait que du tutorat.",Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,4: Réflexion sur l'organisation personnelle,Du coup il faut encore que je travaille mon organisation,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,5: Adaptation aux demandes des étudiants,C'est ma priorité je leur réponds.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,6: Satisfaction tirée de l'aide apportée aux étudiants,J'étais contente qu'elle me contacte parce qu'il n'y a pas beaucoup d’étudiants qui me contactent en fait.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,7: Tâches spécifiques liées au tutorat,J'ai dû contacter des pers- enfin des anciens étudiants et je les ai filmés.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,8: Montage vidéo comme partie des tâches,Je dois filmer et pis je dois faire du montage vidéo.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,9: Aide aux étudiants dans la rédaction de travaux scientifiques,Je l'ai aidé à comprendre ce qui rend un travail scientifique.,Lau8_segment_1.txt
LAU8,2: Expérience de travail universitaire et gestion du temps,10: Faible sollicitation des étudiants,Il n'y a pas beaucoup d’étudiants qui me contactent en fait.,Lau8_segment_1.txt
LAU8,3: Recherche et élaboration du mémoire,1: Stade actuel de la recherche pour le mémoire,Je suis encore au stade de trouver une problématique.,Lau8_segment_1.txt
LAU8,3: Recherche et élaboration du mémoire,2: Processus de lecture et de recherche,J'ai pas encore beaucoup lu.,Lau8_segment_1.txt
LAU8,3: Recherche et élaboration du mémoire,3: Précision de la problématique comme prochaine étape,Préciser la problématique et pis lire.,Lau8_segment_1.txt
LAU8,3: Recherche et élaboration du mémoire,4: Thème potentiel pour le mémoire,T'as déjà un thème ?,Lau8_segment_1.txt
