Entretien,Thème,Code,Verbatim,Fichier
LAU4,1: Perception de la dépendance à ChatGPT,1: Reconnaissance d'une dépendance,"Maintenant que tu le formules comme ça, peut-être qu'il y a une forme de dépendance",Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,2: Évolution de la perception de dépendance,parce que je ne la ressentais pas au tout début.,Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,3: Raison de la dépendance,parce que je m'y suis habituée et que je vois des résultats sur ma manière de travailler,Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,4: Impact sur le travail,Des résultats sur l'approche que j'ai face au processus de rédaction.,Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,5: Acceptation de la dépendance,"C'est vrai que la dépendance, c'est jamais quelque chose de positif, mais...",Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,6: Justification de l'usage,"Mais en sachant que ce n'est pas nécessaire, mais que c'est du confort, ça me rassure.",Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,7: Perception de l'aide apportée,"Oui, parce qu'au final, je sais que le travail a été... que c'est mon travail de A à Z, mais c'est vraiment la forme qui a bénéficié de cette liberté.",Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,8: Sentiment sur la dépendance,C'est un peu mon plan B.,Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,9: Usage systématique,"C'est vrai que ça devient quand même systématique, oui.",Lau4_segment_10.txt
LAU4,1: Perception de la dépendance à ChatGPT,10: Réflexion sur l'usage,"Je me dis que, c'est ce que je dis quand je parle d'être rassurée, c'est parce que je sais que je vais pouvoir l'utiliser donc j'y pense dès que je suis bloquée à ce niveau-là.",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,1: Perception générale de la légitimité,Pas toujours.,Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,2: Légitimité dans certaines tâches,"Là, dans le cas de relecture et de reformulation, je trouve que c'est légitime.",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,3: Condition d'usage légitime,Sinon je ne l'utiliserai pas.,Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,4: Risques d'usage illégitime,"Mais après dans le cadre d'une thèse, je pense que c'est un peu difficile, ou même dans un mémoire, c'est peut-être difficile de vraiment l'utiliser d'une manière illégitime.",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,5: Importance de la réflexion personnelle,Il y a de toute façon une réflexion personnelle et on ne peut pas demander à ChatGPT de...,Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,6: Limite de l'outil,"On pourrait demander à ChatGPT de remplir... d'écrire une problématique et de rédiger à notre place, mais je pense que dans les travaux, ça pourrait devenir un peu embêtant si la personne n'a pas fait le travail de réflexion.",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,7: Différenciation des contextes d'usage,"Donc oui, il y a beaucoup de cas, je pense, où je trouve moins légitime d'utiliser ChatGPT",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,8: Légitimité pour les outils d'aide,"mais dans les cas de lecture et d'outils vraiment d'aide à la rédaction et à la relecture, je trouve que c'est légitime.",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,9: Conscience des implications,"je pense que c'est un peu difficile, ou même dans un mémoire, c'est peut-être difficile de vraiment l'utiliser d'une manière illégitime.",Lau4_segment_10.txt
LAU4,2: Légitimité de l'utilisation de ChatGPT dans le milieu académique,10: Réflexion éthique,Mais après dans le cadre d'une thèse...,Lau4_segment_10.txt
LAU4,3: Impact de ChatGPT sur les habitudes de travail,8: Impact sur l'autonomie,"Je sais que le travail a été... que c'est mon travail de A à Z, mais c'est vraiment la forme qui a bénéficié de cette liberté.",Lau4_segment_10.txt
LAU4,3: Impact de ChatGPT sur les habitudes de travail,9: Changement dans la façon d'aborder les difficultés,dès que je suis bloquée à ce niveau-là.,Lau4_segment_10.txt
LAU4,3: Impact de ChatGPT sur les habitudes de travail,10: Modification de l'expérience utilisateur,ça me rassure.,Lau4_segment_10.txt
LAU4,4: Usage et bénéfices de ChatGPT pour la rédaction,1: Utilisation pour la reformulation,"Notamment, disons, les reformulations.",Lau4_segment_10.txt
