Entretien,Thème,Code,Verbatim,Fichier
D2SN10,**Limites de l'IA**,1: Limitations des données,"ma base de données s'arrête, je crois, le 31 décembre 2021 donc je ne peux pas te donner d’information qui dépasse cette chronologie.",D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,2: Erreur d'information,"quand j'ai demandé quand il était mort en mars, quelques mois après, le truc m'a dit, bah écoute, pour moi il est vivant.",D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,3: Nécessité de vérification,tu vérifies les informations que te fournit Lya parce que on ne sait jamais.,D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,4: Dépendance aux données,les informations que les IA vont te donner... ma base de données s'arrête,D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,5: Limite de la chronologie,je ne peux pas te donner d’information qui dépasse cette chronologie.,D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,6: Actualisation nécessaire,il faut que derrière les devs mettent à jours la base de données.,D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,7: Risque d'inexactitude,"on ne sait jamais les choses, c'est pas toutes les choses",D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,8: Importance du regard critique,tu as quand même un regard critique et tu vérifies les informations,D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,9: Limite de la connaissance,je ne sais pas si c'est juste ou pas,D2SN10_segment_10.txt
D2SN10,**Limites de l'IA**,10: Mise à jour nécessaire,les devs mettent à jours la base de données,D2SN10_segment_10.txt
D2SN10,**Demande d'information**,1: Demande de détail,je lui demande de plus me détailler sa démarche.,D2SN10_segment_10.txt
D2SN10,**Demande d'information**,2: Recherche d'information,je demandais qui était au pouvoir en France et en Angleterre lors de la crise des Sudètes,D2SN10_segment_10.txt
D2SN10,**Demande d'information**,3: Information complémentaire,"donne moi par exemple qui était, enfin... aux USA et ainsi de suite.",D2SN10_segment_10.txt
D2SN10,**Demande d'information**,4: Réponse insatisfaisante,"si jamais la réponse me convient pas, je lui demande de détailler",D2SN10_segment_10.txt
D2SN10,**Demande d'information**,5: Demande de clarification,"je reforume de sorte, à ce que ce soit plus clair.",D2SN10_segment_10.txt
D2SN10,**Demande d'information**,6: Utilisation de l'IA,j'en fais moi le moins possible.,D2SN10_segment_10.txt
D2SN10,**Demande d'information**,7: Alternative à l'IA,"je vais voir sur d’autres sources, d’autres sites.",D2SN10_segment_10.txt
D2SN10,**Demande d'information**,8: Gain de temps,"l’IA dans l’usage que j'en fais, c'est un gain de temps",D2SN10_segment_10.txt
D2SN10,**Demande d'information**,9: Facilité d'utilisation,je pose une question simple comme explique moi ceci ou cela et c'est tout.,D2SN10_segment_10.txt
D2SN10,**Demande d'information**,10: Satisfaction de la réponse,"si c'est sa réponse qui me convient, bah tant mieux",D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,1: Biais des développeurs,il y a un côté de qui a fait l’IA et quel but ?,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,2: Influence des créateurs,"les développeurs peuvent avoir mis certains point de vue, de volonté dedans.",D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,3: Neutralité de l'IA,je pense pas qu’il y ait une notion de neutralité,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,4: Comparaison avec Wikipédia,un peu comme wikipédia dans un sens,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,5: Exemple de biais,Taiwan est un pays ou pas.,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,6: Différence entre les IA,Deepseek sera beaucoup moins encline à me dire que Taiwan est un pays.,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,7: Objectivité,pas de notion de neutralité,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,8: Perception du biais,je pense que Deepseek sera beaucoup moins encline,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,9: Impact du biais,les développeurs peuvent avoir mis certains point de vue,D2SN10_segment_10.txt
D2SN10,**Biais et Neutralité**,10: Conscience du biais,je suis conscient que les développeurs peuvent avoir des points de vue,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,2: Utilisation pratique,je pose une question simple comme explique moi ceci ou cela,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,3: Traduction et compréhension,pour la traduction ou la compréhension de langue est très utile.,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,4: Demande de simplification,explique moi la théorie marginaliste simplement,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,5: Utilisation complémentaire,je vais lui demander au pire de me réexpliquer,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,6: Alternative à d'autres outils,au lieu d'ouvrir un Google Trad ou un reverso,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,7: Facilité d'utilisation,je demande directement à elle,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,8: Utilisation ciblée,pour la traduction ou la compréhension de langue,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,9: Gain de productivité,c'est un gain de temps,D2SN10_segment_10.txt
D2SN10,**Utilisation de l'IA**,10: Simplification,explique moi ceci ou cela simplement,D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,1: Pas de changement,"honnêtement non, dans le sens où je prends l'IA pour ce qu'elle est",D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,2: Utilisation limitée,je prends ce qu'elle me dira pour [?],D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,3: Complémentarité,je vais demander de m'expliquer un truc rapidement.,D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,4: Pas d'impact sur la méthode,"je prends l'IA pour ce qu'elle est, à savoir un gain de temps",D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,5: Utilisation ponctuelle,"si je veux détailler, je le regarde dans mon cours, ou alors sur Internet",D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,7: Pas de modification,honnêtement non,D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,8: Utilisation comme outil,"l’IA, c'est un gain de temps",D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,9: Limite de l'IA,je ne vais pas compter sur elle pour tout,D2SN10_segment_10.txt
D2SN10,**Changement de méthode de travail**,10: Autonomie,je vais voir sur d’autres sources,D2SN10_segment_10.txt
D2SN10,1: Perception de l'IA dans le contexte académique,1: Utilisation de l'IA pour conforter ses connaissances,Je lui ai demandé « est-ce que ce repère d’une scoliose est systématique ».,D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,2: Reconnaissance des limites de l'IA,"Je ne suis pas médecin donc va voir ailleurs, va voir un médecin qui sera plus à même de te dire.",D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,3: Conseil de l'IA sans prise de décision,"Il va juste me conseiller et après à la fin, je te dis ce qu’il y est, augmente tes sources, va voir ailleurs…",D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,4: Démocratisation de l'IA,Ça s’est tellement démocratisé qu’aujourd’hui ça n'est plus une bombe atomique.,D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,5: Égalité dans l'utilisation de l'IA parmi les étudiants,"Dans la mesure où tous les étudiants les utilisent. Je suis sûr, aller à 90% que dans ma promo l’utilise.",D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,6: Gain de temps grâce à l'IA,"Ça me donne pas d’avantage, dans le sens où ça va me gagner du temps.",D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,7: Perception de l'IA comme un outil,Moi je m’en sers comme une sorte... c'est un peu méprisant mais comme une sorte d'outil...,D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,8: Non-dépendance à l'IA,Je ne suis pas dépendant à l’IA.,D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,9: Utilisation de l'IA pour des tâches spécifiques,"Pour moi, l’IA est un gain de temps... Enfin voilà...",D2SN10_segment_11.txt
D2SN10,1: Perception de l'IA dans le contexte académique,10: Critique des réponses de l'IA,Une réponse que je serai ensuite libre de critiquer ou pas.,D2SN10_segment_11.txt
D2SN10,2: Impact de l'IA sur la pensée critique et la perspective,1: Incitation à la pensée critique,Est-ce que tu as remarqué des situations justement où l’IA t'a incité à être un peu plus critique ?,D2SN10_segment_11.txt
D2SN10,2: Impact de l'IA sur la pensée critique et la perspective,2: Adoption d'une autre perspective,Il m'a dit qu'il y avait des cas où il fallait faire ceci ou cela.,D2SN10_segment_11.txt
D2SN10,2: Impact de l'IA sur la pensée critique et la perspective,3: Exploration de différentes possibilités,Je lui ai demandé « est-ce que ce repère d’une scoliose est systématique ». Il m'a dit qu'il y avait des cas où il fallait faire ceci ou cela.,D2SN10_segment_11.txt
D2SN10,2: Impact de l'IA sur la pensée critique et la perspective,4: Limite de l'expertise de l'IA,Cela n'est pas à moi de le juger parce qu’un médecin sera plus à même de vous dire ce qu’il doit faire.,D2SN10_segment_11.txt
D2SN10,2: Impact de l'IA sur la pensée critique et la perspective,5: Nécessité de vérifier les informations,"Va voir ailleurs, va voir un médecin.",D2SN10_segment_11.txt
D2SN10,3: Dépendance et autonomie dans l'utilisation de l'IA,1: Perception de la dépendance,Euh... euh Dépendance ça... non.,D2SN10_segment_11.txt
