Entretien,Thème,Code,Verbatim,Fichier
LAU9,1: Utilisation et perception de ChatGPT,1: Découverte et utilisation spontanée,"c'est une utilisation en lettres, mais qui est venue un peu spontanément sur le moment.",Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,2: Nouvelle pratique,"C'est une nouvelle pratique, disons.",Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,3: Évolution de l'utilisation,j'ai toujours plus tendance à essayer de l'utiliser au mieux.,Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,4: Utilisation première pour le codage,"Donc avec le coding, oui.",Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,5: Exploration au-delà du codage,j'ai commencé à ajouter toujours plus d'autres choses.,Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,6: Perception positive,je me dis que ça peut toujours plus me faciliter la vie.,Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,7: Intégration dans les pratiques,ça fait partie de mes nouvelles pratiques sur ChatGPT.,Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,8: Développement des compétences,j'ai appris à écrire du code avec ChatGPT.,Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,9: Évolution future,"je pense qu'elle s'élargit, en vrai, toujours plus.",Lau9_segment_4.txt
LAU9,1: Utilisation et perception de ChatGPT,10: Utilisation centrée sur le codage,"la partie codage, qui est toujours la plupart de mon utilisation.",Lau9_segment_4.txt
LAU9,2: Impact de ChatGPT sur le travail et l'apprentissage,1: Gain de temps,C'est clairement plus rapide.,Lau9_segment_4.txt
LAU9,2: Impact de ChatGPT sur le travail et l'apprentissage,2: Amélioration de la qualité du travail,"ça m'aide à comprendre les codes, à écrire le code, à le corriger quand il ne marche pas.",Lau9_segment_4.txt
LAU9,2: Impact de ChatGPT sur le travail et l'apprentissage,3: Compensation d'un manque de background,j'ai pas de background de code.,Lau9_segment_4.txt
LAU9,2: Impact de ChatGPT sur le travail et l'apprentissage,4: Modification des techniques d'apprentissage,ça a clairement changé toutes les techniques d'apprentissage.,Lau9_segment_4.txt
