Entretien,Thème,Code,Verbatim,Fichier
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,1: Utilisation de ChatGPT pour la recherche d'informations,"rien que sur une théorie, j'aurais dû faire peut-être 30 minutes de recherche pour bien comprendre ce que l'auteur voulait dire alors que là avec ChatGPT en 10 minutes on comprend quoi",D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,2: Gain de temps dans la recherche,en 10 minutes on comprend quoi,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,3: Comparaison avec d'autres outils de recherche,c'est vraiment différent parce que sur Google du coup on peut avoir euh.. bah je pense qu'on a les mêmes infos parce que je pense que ChatGPT il prend ses infos de sites internet qui sont référencés par Google,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,4: Pertinence de l'information fournie,il nous fait direct la petite production de ce qu'on veut,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,5: Fiabilité de ChatGPT,je pense que la réponse un peu évidente c'est de dire que Google il est plus fiable que ChatGPT mais en fait vu que ChatGPT il prend ses infos dans Google je pense que c’est à peu près pareil,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,6: Impact sur la compréhension,on comprend quoi,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,7: Utilisation par les pairs,on l'utilise tous,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,8: Avantage comparatif,oui franchement oui,D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,9: Inégalité d'accès aux ressources,"ceux qui l'utilisent pas, j'ai un peu l'impression que c'est un peu des têtes qui ont pas besoin de l'utiliser quoi, ils ont déjà plein de références",D2SN13_segment_10.txt
D2SN13,L'influence de ChatGPT sur le processus d'apprentissage,10: Utilisation comme outil d'accompagnement,il m'accompagne oui,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,1: Similarité dans les sources d'information,ChatGPT il prend ses infos de sites internet qui sont référencés par Google,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,2: Différence dans la présentation de l'information,lui au moins il nous fait direct la petite production de ce qu'on veut,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,4: Pertinence de l'information,plus pertinent pour ce qu'on veut,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,5: Fiabilité comparée,je pense que c’est à peu près pareil,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,7: Comparaison de l'expérience utilisateur,c'est vraiment différent,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,8: Impact sur la recherche d'information,on n'a pas aller sur plusieurs sites à prendre des notes etc.,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,9: Utilité dans les études,ça m'aurait permis d'obtenir un avantage,D2SN13_segment_10.txt
D2SN13,La comparaison entre ChatGPT et Google,10: Limitations de ChatGPT,je sais pas trop si on peut les comparer,D2SN13_segment_10.txt
D2SN13,L'avantage compétitif apporté par ChatGPT,5: Inégalité d'accès aux ressources,"ceux qui l'utilisent pas, j'ai un peu l'impression que c'est un peu des têtes qui ont pas besoin de l'utiliser quoi",D2SN13_segment_10.txt
D2SN13,L'avantage compétitif apporté par ChatGPT,7: Utilisation comme outil stratégique,"rien que sur une théorie, j'aurais dû faire peut-être 30 minutes de recherche",D2SN13_segment_10.txt
D2SN13,L'avantage compétitif apporté par ChatGPT,9: Limitations de l'avantage compétitif,je pense pas parce que vraiment on l'utilise tous,D2SN13_segment_10.txt
D2SN13,Perception de la légitimité dans l'utilisation de ChatGPT,1: Perception de la dépendance,par rapport à eux tu te sens moins dépendante on va dire ou en tout cas tu t'appropries moins son travail ?,D2SN13_segment_12.txt
D2SN13,Perception de la légitimité dans l'utilisation de ChatGPT,2: Justification de la non-dépendance,c'est surtout parce qu'ils s'y sont pris au dernier moment et du coup ils ont plus le temps de lire un article qui fait 80 pages quoi.,D2SN13_segment_12.txt
D2SN13,Perception de la légitimité dans l'utilisation de ChatGPT,3: Évaluation de la capacité à réaliser une tâche,"s'ils avaient lu l'article, ils auraient fait le résumé eux-mêmes, bon enfin ils savent le faire.",D2SN13_segment_12.txt
D2SN13,Perception de la légitimité dans l'utilisation de ChatGPT,10: Sentiment de légitimité dans l'utilisation,je pense que oui parce que ça reste quand même un outil où bah c'est comme un genre de moteur de recherche un peu avancé.,D2SN13_segment_12.txt
D2SN13,Facteurs influençant l'utilisation de ChatGPT,1: Gestion du temps,"s'ils s'y prenaient à l'avance, ils sauraient faire le résumé eux-mêmes.",D2SN13_segment_12.txt
D2SN13,Facteurs influençant l'utilisation de ChatGPT,2: Niveau de préparation,c'est vraiment parce qu'ils s’y prennent au dernier moment.,D2SN13_segment_12.txt
D2SN13,Facteurs influençant l'utilisation de ChatGPT,3: Perception de l'outil comme une aide,je pense que ça reste quand même un outil légitime qui m'aide,D2SN13_segment_12.txt
D2SN13,Facteurs influençant l'utilisation de ChatGPT,10: Perception de la capacité de l'outil,"en 5 minutes, il me sort ma réponse.",D2SN13_segment_12.txt
D2SN13,Encadrement de l'utilisation de ChatGPT par les enseignants,1: Perception de l'attitude des enseignants,les profs nous ils nous encouragent pas à le faire mais ils savent qu'on le fait et ça les dérange pas plus que ça.,D2SN13_segment_12.txt
D2SN13,Encadrement de l'utilisation de ChatGPT par les enseignants,2: Conseils pour une utilisation raisonnée,"ils nous disent en tant que moteur de recherche, bah vérifier ses sources.",D2SN13_segment_12.txt
